Freq (MHz),re(S11),im(S11),re(Z),im(Z)
3387.387,-0.13662,-0.91038,3.596,-42.928
3393.193,-0.13737,-0.90519,3.828,-42.839
3398.999,-0.14481,-0.89861,4.049,-42.426
3404.805,-0.15354,-0.89488,4.119,-41.984
3410.611,-0.17252,-0.89055,4.086,-41.079
3416.416,-0.16998,-0.88924,4.176,-41.176
3422.222,-0.18696,-0.87229,4.704,-40.202
3428.028,-0.19358,-0.87377,4.548,-39.933
3433.834,-0.19386,-0.87086,4.671,-39.880
3439.640,-0.18680,-0.85556,5.446,-39.971
3445.445,-0.20041,-0.85304,5.352,-39.335
3451.251,-0.21152,-0.84821,5.390,-38.780
3457.057,-0.21831,-0.84377,5.473,-38.419
3462.863,-0.21647,-0.84124,5.610,-38.457
3468.669,-0.22001,-0.82620,6.195,-38.056
3474.474,-0.22219,-0.82309,6.290,-37.909
3480.280,-0.23323,-0.80568,6.831,-37.129
3486.086,-0.23279,-0.80053,7.057,-37.051
3491.892,-0.23565,-0.79030,7.435,-36.734
3497.698,-0.24310,-0.77557,7.905,-36.127
3503.504,-0.25313,-0.76120,8.292,-35.409
3509.309,-0.24972,-0.75211,8.742,-35.352
3515.115,-0.25518,-0.72898,9.575,-34.600
3520.921,-0.25555,-0.71861,9.994,-34.337
3526.727,-0.26016,-0.69867,10.697,-33.652
3532.533,-0.25967,-0.67965,11.487,-33.175
3538.338,-0.26559,-0.66370,11.971,-32.499
3544.144,-0.26774,-0.64280,12.748,-31.816
3549.950,-0.26469,-0.62409,13.586,-31.378
3555.756,-0.26427,-0.60443,14.381,-30.780
3561.562,-0.25706,-0.58609,15.346,-30.467
3567.367,-0.25638,-0.56349,16.265,-29.720
3573.173,-0.25721,-0.53709,17.265,-28.736
3578.979,-0.24908,-0.51589,18.392,-28.247
3584.785,-0.24231,-0.49409,19.501,-27.642
3590.591,-0.23101,-0.47065,20.874,-27.097
3596.396,-0.21945,-0.44648,22.311,-26.476
3602.202,-0.20753,-0.41952,23.894,-25.672
3608.008,-0.19373,-0.39921,25.345,-25.197
3613.814,-0.17959,-0.37653,26.936,-24.559
3619.620,-0.16387,-0.35110,28.754,-23.757
3625.425,-0.14056,-0.33149,30.847,-23.497
3631.231,-0.12284,-0.30731,32.854,-22.676
3637.037,-0.10258,-0.28852,34.884,-22.212
3642.843,-0.07642,-0.26994,37.404,-21.919
3648.649,-0.05367,-0.25357,39.711,-21.589
3654.454,-0.01863,-0.23209,43.326,-21.264
3660.260,0.00369,-0.22514,45.494,-21.580
3666.066,0.03259,-0.21338,48.574,-21.742
3671.872,0.05702,-0.20633,51.202,-22.143
3677.678,0.09094,-0.19741,55.050,-22.812
3683.483,0.12279,-0.19243,58.764,-23.858
3689.289,0.15326,-0.18779,62.564,-24.964
3695.095,0.17785,-0.19170,65.360,-26.899
3700.901,0.21235,-0.18917,70.036,-28.830
3706.707,0.24162,-0.19536,73.654,-31.854
3712.513,0.27473,-0.19415,78.660,-34.441
3718.318,0.30217,-0.19616,82.806,-37.333
3724.124,0.32839,-0.21534,85.016,-43.290
3729.930,0.35365,-0.21567,89.215,-46.453
3735.736,0.37992,-0.22638,92.303,-51.952
3741.542,0.40077,-0.24054,93.724,-57.692
3747.347,0.41845,-0.25079,94.990,-62.525
3753.153,0.44522,-0.27059,95.611,-71.023
3758.959,0.46234,-0.27658,97.074,-75.657
3764.765,0.48068,-0.29234,96.222,-82.313
3770.571,0.49442,-0.30519,94.967,-87.509
3776.376,0.51499,-0.34025,88.176,-96.936
3782.182,0.52591,-0.33473,90.760,-99.383
3787.988,0.54066,-0.34623,88.828,-104.643
3793.794,0.55384,-0.36187,85.197,-109.654
3799.600,0.56049,-0.38440,78.914,-112.749
3805.405,0.56819,-0.39481,76.136,-115.328
3811.211,0.57711,-0.41224,71.248,-118.194
3817.017,0.58819,-0.42395,67.889,-121.363
3822.823,0.59804,-0.42756,66.720,-124.155
3828.629,0.60668,-0.44639,61.119,-126.110
3834.434,0.60790,-0.46204,56.775,-125.819
3840.240,0.61330,-0.47358,53.447,-126.688
3846.046,0.61975,-0.48352,50.495,-127.787
3851.852,0.62725,-0.49390,47.354,-128.996
3857.658,0.62220,-0.51411,42.815,-126.304
3863.463,0.63210,-0.51861,40.995,-128.272
3869.269,0.63582,-0.52744,38.646,-128.387
3875.075,0.63816,-0.54134,35.345,-127.682
3880.881,0.63683,-0.55231,33.116,-126.404
3886.687,0.63730,-0.56184,31.102,-125.632
3892.492,0.64123,-0.56930,29.231,-125.724
3898.298,0.63841,-0.58150,27.116,-124.017
3904.104,0.64228,-0.59008,25.126,-123.926
3909.910,0.64043,-0.59566,24.276,-123.043
3915.716,0.64304,-0.60484,22.368,-122.623
3921.522,0.63398,-0.61479,21.497,-120.090
3927.327,0.64906,-0.61938,19.247,-122.216
3933.133,0.63675,-0.62949,18.770,-119.173
3938.939,0.63439,-0.64385,16.692,-117.444
3944.745,0.64240,-0.64071,16.420,-119.006
3950.551,0.63349,-0.65820,14.576,-115.971
3956.356,0.63376,-0.66339,13.781,-115.529
3962.162,0.63470,-0.67527,11.975,-114.563
3967.968,0.64076,-0.68428,10.145,-114.563
3973.774,0.63233,-0.68832,10.376,-113.031
3979.580,0.64769,-0.68905,8.826,-115.050
3985.385,0.63472,-0.70221,8.302,-112.080
3991.191,0.64779,-0.69989,7.374,-114.007
3996.997,0.64592,-0.70808,6.495,-112.977
4002.803,0.64263,-0.71985,5.328,-111.450
4008.609,0.65023,-0.71919,4.688,-112.448
4014.414,0.65037,-0.72122,4.426,-112.269
4020.220,0.63900,-0.72436,5.114,-110.586
4026.026,0.64561,-0.73092,3.709,-110.774
4031.832,0.65774,-0.71649,4.283,-113.638
4037.638,0.63091,-0.75530,2.227,-106.877
4043.443,0.65087,-0.72725,3.647,-111.750
4049.249,0.64706,-0.73633,2.935,-110.435
4055.055,0.63904,-0.73831,3.444,-109.315
4060.861,0.65008,-0.72912,3.499,-111.476
4066.667,0.64235,-0.74530,2.335,-109.060
4072.472,0.66191,-0.74846,0.124,-110.966
4078.278,0.63367,-0.75337,2.202,-107.353
4084.084,0.64593,-0.75451,0.971,-108.618
4089.890,0.65507,-0.74306,1.396,-110.721
4095.696,0.63970,-0.76364,0.535,-107.109
4101.502,0.65317,-0.75241,0.528,-109.614
4107.307,0.64043,-0.76816,-0.015,-106.784
4113.113,0.64575,-0.76599,-0.262,-107.547
4118.919,0.63744,-0.76243,0.868,-106.970
4124.725,0.63527,-0.77288,-0.063,-105.820
4130.531,0.64422,-0.76898,-0.442,-107.114
4136.336,0.64271,-0.77380,-0.815,-106.522
4142.142,0.64253,-0.77529,-0.955,-106.370
4147.948,0.64586,-0.77117,-0.821,-107.089
4153.754,0.64502,-0.77581,-1.231,-106.583
4159.560,0.63937,-0.77921,-1.082,-105.695
4165.365,0.64228,-0.77964,-1.385,-105.958
4171.171,0.65298,-0.79124,-3.513,-105.996
4176.977,0.63846,-0.77887,-0.968,-105.631
4182.783,0.64075,-0.78571,-1.869,-105.266
4188.589,0.62936,-0.78224,-0.534,-104.400
4194.394,0.63811,-0.78736,-1.806,-104.855
4200.200,0.63241,-0.78787,-1.368,-104.235
4206.006,0.63550,-0.78912,-1.758,-104.440
4211.812,0.62763,-0.79398,-1.581,-103.240
4217.618,0.62915,-0.79795,-2.102,-103.060
4223.423,0.63201,-0.80193,-2.731,-103.008
4229.229,0.63451,-0.80599,-3.334,-102.910
4235.035,0.63635,-0.80615,-3.504,-103.072
4240.841,0.62298,-0.81476,-3.221,-101.090
4246.647,0.62089,-0.82128,-3.667,-100.374
4252.452,0.64278,-0.81073,-4.488,-103.293
4258.258,0.63137,-0.81214,-3.658,-102.097
4264.064,0.62531,-0.82397,-4.268,-100.568
4269.870,0.64552,-0.81708,-5.314,-103.001
4275.676,0.64523,-0.80842,-4.482,-103.722
4281.481,0.63169,-0.82265,-4.664,-101.261
4287.287,0.63565,-0.82683,-5.371,-101.277
4293.093,0.64763,-0.82184,-5.931,-102.784
4298.899,0.64770,-0.82154,-5.909,-102.816
4304.705,0.65328,-0.81842,-6.112,-103.594
4310.511,0.64717,-0.82734,-6.386,-102.269
4316.316,0.63938,-0.82990,-5.956,-101.358
4322.122,0.64958,-0.81861,-5.806,-103.240
4327.928,0.64713,-0.82026,-5.745,-102.874
4333.734,0.66477,-0.80806,-6.198,-105.582
4339.540,0.64527,-0.81810,-5.386,-102.890
4345.345,0.64994,-0.82334,-6.266,-102.862
4351.151,0.65254,-0.81373,-5.618,-103.940
4356.957,0.66942,-0.80328,-6.189,-106.459
4362.763,0.66401,-0.81646,-6.896,-104.743
4368.569,0.65807,-0.81591,-6.310,-104.253
4374.374,0.65350,-0.81475,-5.796,-103.938
4380.180,0.65842,-0.81339,-6.110,-104.511
4385.986,0.65306,-0.81528,-5.806,-103.851
4391.792,0.65767,-0.81317,-6.023,-104.462
4397.598,0.65721,-0.81323,-5.987,-104.415
4403.403,0.64607,-0.81503,-5.172,-103.228
4409.209,0.66701,-0.80298,-5.934,-106.262
4415.015,0.64534,-0.81539,-5.143,-103.130
4420.821,0.65673,-0.80973,-5.621,-104.685
4426.627,0.65833,-0.80617,-5.433,-105.155
4432.432,0.65553,-0.80885,-5.432,-104.652
4438.238,0.65658,-0.81170,-5.790,-104.493
4444.044,0.66594,-0.81266,-6.729,-105.265
4449.850,0.65413,-0.81911,-6.250,-103.611
4455.656,0.66109,-0.80946,-5.990,-105.113
4461.461,0.65604,-0.81395,-5.949,-104.242
4467.267,0.63928,-0.80665,-3.802,-103.310
4473.073,0.65030,-0.81422,-5.466,-103.690
4478.879,0.65958,-0.80940,-5.848,-104.978
4484.685,0.65467,-0.81368,-5.802,-104.141
4490.490,0.66080,-0.81152,-6.155,-104.899
4496.296,0.65521,-0.82721,-7.070,-102.995
4502.102,0.66387,-0.81867,-7.083,-104.529
4507.908,0.65959,-0.83382,-8.033,-102.797
4513.714,0.65289,-0.82648,-6.804,-102.853
4519.520,0.65805,-0.82702,-7.304,-103.263
4525.325,0.66307,-0.82792,-7.830,-103.623
4531.131,0.66113,-0.82736,-7.607,-103.503
4536.937,0.66014,-0.81695,-6.590,-104.348
4542.743,0.65482,-0.83878,-8.043,-101.955
4548.549,0.66778,-0.82574,-8.065,-104.231
4554.354,0.66510,-0.83132,-8.307,-103.494
4560.160,0.66274,-0.83633,-8.526,-102.846
4565.966,0.67472,-0.81875,-8.091,-105.488
4571.772,0.68713,-0.81146,-8.634,-107.286
4577.578,0.69124,-0.82263,-10.007,-106.551
4583.383,0.67965,-0.82870,-9.416,-104.983
4589.189,0.66254,-0.83682,-8.550,-102.785
4594.995,0.69136,-0.83552,-11.096,-105.315
4600.801,0.69686,-0.81412,-9.833,-107.875
4606.607,0.68345,-0.81984,-9.014,-106.150
4612.412,0.70415,-0.83450,-12.260,-106.453
4618.218,0.68743,-0.81975,-9.390,-106.504
4624.024,0.69975,-0.81626,-10.307,-107.910
4629.830,0.68284,-0.82385,-9.303,-105.715
4635.636,0.69929,-0.81049,-9.761,-108.453
4641.441,0.70300,-0.82875,-11.679,-106.930
4647.247,0.69530,-0.80953,-9.275,-108.199
4653.053,0.73535,-0.81413,-13.887,-111.091
4658.859,0.70118,-0.81121,-10.016,-108.544
4664.665,0.70362,-0.80718,-9.914,-109.170
4670.470,0.68959,-0.82638,-10.167,-106.047
4676.276,0.69607,-0.82245,-10.467,-106.978
4682.082,0.69833,-0.81159,-9.761,-108.258
4687.888,0.70014,-0.81435,-10.182,-108.136
4693.694,0.69489,-0.81445,-9.664,-107.671
4699.499,0.69007,-0.81453,-9.194,-107.243
4705.305,0.69199,-0.81196,-9.158,-107.665
4711.111,0.68849,-0.81032,-8.667,-107.519
4716.917,0.69229,-0.81047,-9.056,-107.840
4722.723,0.68770,-0.81013,-8.573,-107.467
4728.529,0.68792,-0.81016,-8.596,-107.484
4734.334,0.68404,-0.80982,-8.187,-107.170
4740.140,0.69576,-0.80990,-9.354,-108.203
4745.946,0.68408,-0.80266,-7.541,-107.874
4751.752,0.68493,-0.80912,-8.211,-107.318
4757.558,0.68134,-0.80991,-7.932,-106.919
4763.363,0.68938,-0.79712,-7.560,-108.913
4769.169,0.68910,-0.80370,-8.132,-108.229
4774.975,0.68381,-0.80349,-7.591,-107.768
4780.781,0.70397,-0.81669,-10.771,-108.226
4786.587,0.68457,-0.80721,-8.003,-107.473
4792.392,0.70208,-0.80663,-9.708,-109.091
4798.198,0.70019,-0.80939,-9.757,-108.643
4804.004,0.69007,-0.80499,-8.346,-108.188
4809.810,0.69860,-0.79196,-8.025,-110.295
4815.616,0.71488,-0.81150,-11.460,-109.688
4821.421,0.69498,-0.80592,-8.921,-108.535
4827.227,0.68542,-0.81602,-8.870,-106.690
4833.033,0.70443,-0.79624,-9.026,-110.381
4838.839,0.70708,-0.80470,-10.057,-109.730
4844.645,0.71597,-0.79872,-10.475,-111.145
4850.450,0.70802,-0.79919,-9.669,-110.391
4856.256,0.71766,-0.80376,-11.097,-110.749
4862.062,0.70499,-0.79674,-9.131,-110.379
4867.868,0.71319,-0.80703,-10.902,-110.016
4873.674,0.70993,-0.80185,-10.106,-110.279
4879.479,0.72151,-0.79548,-10.795,-111.985
4885.285,0.73292,-0.79547,-12.068,-112.976
4891.091,0.72608,-0.79984,-11.677,-111.901
4896.897,0.72270,-0.80837,-12.032,-110.681
4902.703,0.74442,-0.77923,-11.996,-115.867
4908.509,0.70478,-0.79662,-9.097,-110.373
4914.314,0.72255,-0.79643,-10.993,-111.972
4920.120,0.73815,-0.76857,-10.281,-116.579
4925.926,0.73125,-0.77801,-10.334,-114.830
4931.732,0.72735,-0.77102,-9.234,-115.283
4937.538,0.71205,-0.80607,-10.698,-110.019
4943.343,0.72602,-0.77413,-9.371,-114.798
4949.149,0.73230,-0.78094,-10.721,-114.586
4954.955,0.72520,-0.77333,-9.202,-114.813
4960.761,0.72744,-0.77870,-9.958,-114.403
4966.567,0.72806,-0.76684,-8.921,-115.837
4972.372,0.73005,-0.76170,-8.664,-116.636
4978.178,0.71960,-0.76383,-7.647,-115.371
4983.984,0.73288,-0.75710,-8.557,-117.461
4989.790,0.73434,-0.76120,-9.129,-117.108
4995.596,0.73153,-0.76400,-9.060,-116.504
5001.401,0.73344,-0.75708,-8.622,-117.518
5007.207,0.72995,-0.76098,-8.583,-116.711
5013.013,0.72698,-0.76650,-8.762,-115.775
5018.819,0.73194,-0.76245,-8.961,-116.728
5024.625,0.72084,-0.76547,-7.950,-115.304
5030.430,0.73423,-0.76218,-9.210,-116.978
5036.236,0.74979,-0.75647,-10.588,-119.156
5042.042,0.72137,-0.77438,-8.862,-114.334
5047.848,0.72984,-0.76040,-8.513,-116.770
5053.654,0.71499,-0.77275,-7.987,-113.912
5059.459,0.73385,-0.77189,-10.077,-115.786
5065.265,0.72967,-0.76395,-8.834,-116.332
5071.071,0.73802,-0.76343,-9.786,-117.188
5076.877,0.73961,-0.77068,-10.651,-116.461
5082.683,0.73954,-0.76951,-10.535,-116.594
5088.488,0.74316,-0.77442,-11.417,-116.333
5094.294,0.73665,-0.77375,-10.579,-115.823
5100.100,0.72284,-0.77757,-9.327,-114.109
5105.906,0.73721,-0.76976,-10.279,-116.351
5111.712,0.74049,-0.77403,-11.062,-116.139
5117.518,0.75725,-0.76651,-12.450,-118.570
5123.323,0.73830,-0.77369,-10.770,-115.981
5129.129,0.72767,-0.78040,-10.138,-114.230
5134.935,0.75329,-0.76597,-11.903,-118.283
5140.741,0.76009,-0.77246,-13.331,-118.068
5146.547,0.75223,-0.76158,-11.370,-118.739
5152.352,0.76092,-0.76319,-12.621,-119.320
5158.158,0.75884,-0.78085,-13.892,-116.913
5163.964,0.77204,-0.76041,-13.827,-120.665
5169.770,0.77079,-0.75744,-13.400,-120.948
5175.576,0.77120,-0.75975,-13.658,-120.677
5181.381,0.77640,-0.75141,-13.619,-122.257
5187.187,0.77141,-0.73800,-11.704,-123.639
5192.993,0.78364,-0.73895,-13.505,-124.642
5198.799,0.78562,-0.74314,-14.164,-124.226
5204.605,0.76379,-0.75203,-11.984,-121.032
5210.410,0.77520,-0.73935,-12.356,-123.808
5216.216,0.77216,-0.73300,-11.331,-124.405
5222.022,0.77573,-0.73336,-11.865,-124.697
5227.828,0.76754,-0.73423,-10.809,-123.789
5233.634,0.77178,-0.72665,-10.659,-125.262
5239.439,0.77395,-0.72777,-11.076,-125.315
5245.245,0.76961,-0.72830,-10.516,-124.816
5251.051,0.77325,-0.72317,-10.523,-125.902
5256.857,0.77074,-0.72304,-10.152,-125.670
5262.663,0.75774,-0.72070,-8.095,-124.667
5268.468,0.74522,-0.72447,-6.800,-122.838
5274.274,0.75106,-0.72363,-7.491,-123.568
5280.080,0.75901,-0.71482,-7.650,-125.618
5285.886,0.77292,-0.71201,-9.342,-127.481
5291.692,0.77059,-0.71461,-9.274,-126.862
5297.497,0.76654,-0.71834,-9.079,-125.911
5303.303,0.76060,-0.71260,-7.637,-126.099
5309.109,0.78376,-0.71674,-11.419,-127.881
5314.915,0.73998,-0.73811,-7.543,-120.525
5320.721,0.75838,-0.72390,-8.513,-124.293
5326.527,0.75630,-0.72304,-8.141,-124.196
5332.332,0.76478,-0.72771,-9.784,-124.419
5338.138,0.76958,-0.71855,-9.533,-126.192
5343.944,0.75371,-0.73079,-8.587,-122.881
5349.750,0.77189,-0.72913,-10.917,-124.923
5355.556,0.77854,-0.72353,-11.320,-126.372
5361.361,0.76628,-0.71470,-8.665,-126.401
5367.167,0.77272,-0.73048,-11.165,-124.814
5372.973,0.76220,-0.73965,-10.604,-122.534
5378.779,0.75754,-0.73767,-9.787,-122.345
5384.585,0.76489,-0.73187,-10.212,-123.854
5390.390,0.77914,-0.73483,-12.487,-124.810
5396.196,0.77188,-0.73476,-11.461,-124.133
5402.002,0.78619,-0.73493,-13.503,-125.450
5407.808,0.77806,-0.73250,-12.113,-125.040
5413.614,0.78215,-0.72905,-12.372,-125.922
5419.419,0.78777,-0.72847,-13.136,-126.535
5425.225,0.78591,-0.73599,-13.561,-125.272
5431.031,0.78874,-0.73063,-13.478,-126.308
5436.837,0.78928,-0.70752,-11.335,-129.823
5442.643,0.79078,-0.70710,-11.523,-130.039
5448.448,0.79512,-0.72353,-13.769,-127.951
5454.254,0.79021,-0.71162,-11.885,-129.287
5460.060,0.79667,-0.71392,-13.099,-129.562
5465.866,0.78701,-0.71712,-11.941,-128.144
5471.672,0.79123,-0.71012,-11.893,-129.618
5477.477,0.78225,-0.70503,-10.008,-129.487
5483.283,0.78749,-0.70813,-11.122,-129.549
5489.089,0.78053,-0.69836,-9.045,-130.322
5494.895,0.78377,-0.69351,-9.025,-131.418
5500.701,0.77951,-0.69070,-8.056,-131.392
5506.507,0.77473,-0.68685,-6.888,-131.452
5512.312,0.78158,-0.68257,-7.473,-132.896
5518.118,0.76340,-0.68405,-4.838,-130.568
5523.924,0.76493,-0.67889,-4.457,-131.530
5529.730,0.77367,-0.67500,-5.346,-133.175
5535.536,0.76554,-0.67369,-3.922,-132.400
5541.341,0.77181,-0.66867,-4.287,-133.951
5547.147,0.75603,-0.67130,-2.178,-131.585
5552.953,0.75830,-0.67000,-2.358,-132.067
5558.759,0.75185,-0.66939,-1.311,-131.340
5564.565,0.74973,-0.67761,-2.037,-129.862
5570.370,0.75543,-0.67611,-2.689,-130.792
5576.176,0.75228,-0.66729,-1.105,-131.709
5581.982,0.73315,-0.66636,1.791,-129.330
5587.788,0.73728,-0.69757,-2.716,-125.547
5593.594,0.74513,-0.66426,0.349,-131.224
5599.399,0.73300,-0.66190,2.414,-129.938
5605.205,0.72637,-0.71704,-3.545,-121.734
5611.011,0.74773,-0.67293,-1.156,-130.293
5616.817,0.71174,-0.69300,1.169,-123.015
5622.623,0.71753,-0.67626,2.589,-125.906
5628.428,0.72902,-0.68523,-0.093,-126.200
5634.234,0.71800,-0.68632,1.221,-124.659
5640.040,0.72455,-0.68010,1.160,-126.316
5645.846,0.68502,-0.66247,8.539,-123.118
5651.652,0.72551,-0.68876,-0.070,-125.289
5657.457,0.70822,-0.70420,0.217,-121.197
5663.263,0.70361,-0.71936,-1.036,-118.838
5669.069,0.72297,-0.69199,-0.138,-124.550
5674.875,0.71844,-0.69033,0.656,-124.198
5680.681,0.72683,-0.67555,1.447,-127.225
5686.486,0.72055,-0.69714,-0.461,-123.585
5692.292,0.71804,-0.68720,1.103,-124.550
5698.098,0.71843,-0.67186,3.058,-126.604
5703.904,0.71992,-0.67889,1.930,-125.875
5709.710,0.71595,-0.69166,0.806,-123.714
5715.516,0.71758,-0.65167,5.988,-129.189
5721.321,0.70739,-0.66107,5.987,-126.489
5727.127,0.70585,-0.65522,7.025,-127.021
5732.933,0.70716,-0.64619,8.181,-128.386
5738.739,0.69775,-0.63737,10.742,-128.090
5744.545,0.69414,-0.64169,10.529,-126.988
5750.350,0.67771,-0.63290,13.892,-125.467
5756.156,0.67877,-0.63536,13.374,-125.349
5761.962,0.67172,-0.62921,15.177,-124.923
5767.768,0.67140,-0.61464,17.648,-126.531
5773.574,0.65953,-0.60328,20.952,-125.718
5779.379,0.65325,-0.60899,20.606,-124.004
5785.185,0.64578,-0.58611,25.527,-124.970
5790.991,0.63647,-0.59772,24.278,-122.128
5796.797,0.63475,-0.60009,24.010,-121.595
5802.603,0.61680,-0.59106,27.228,-119.118
5808.408,0.60980,-0.57740,30.347,-118.893
5814.214,0.60877,-0.57818,30.277,-118.636
5820.020,0.58842,-0.56816,33.620,-115.431
5825.826,0.58852,-0.56640,33.955,-115.562
5831.632,0.57222,-0.54722,38.670,-113.426
5837.437,0.57086,-0.54331,39.525,-113.343
5843.243,0.56126,-0.53294,42.072,-111.840
5849.049,0.55578,-0.51897,45.191,-111.209
5854.855,0.55186,-0.52414,44.236,-110.217
5860.661,0.52295,-0.51572,46.659,-104.494
5866.466,0.53268,-0.49599,50.629,-106.804
5872.272,0.51454,-0.50017,49.921,-102.949
5878.078,0.52177,-0.47958,54.258,-104.552
5883.884,0.51453,-0.47120,56.064,-102.946
5889.690,0.53352,-0.45723,59.332,-107.165
5895.495,0.49526,-0.44433,61.621,-98.262
5901.301,0.51855,-0.42522,66.685,-103.057
5907.107,0.51254,-0.39401,74.081,-100.293
5912.913,0.52545,-0.40186,72.722,-103.923
5918.719,0.53032,-0.38104,78.402,-104.168
5924.525,0.53578,-0.36992,81.753,-104.990
5930.330,0.52071,-0.36068,83.208,-100.241
5936.136,0.53991,-0.33430,92.250,-103.358
5941.942,0.54646,-0.32671,95.163,-104.568
5947.748,0.55522,-0.31203,100.674,-105.706
5953.554,0.56561,-0.28945,109.423,-106.231
5959.359,0.56049,-0.26039,118.413,-99.776
5965.165,0.58232,-0.26976,118.947,-109.114
5970.971,0.58477,-0.25387,125.301,-107.179
5976.777,0.58578,-0.23770,131.615,-104.218
5982.583,0.60814,-0.22663,141.227,-110.596
5988.388,0.61233,-0.20706,150.697,-107.193
5994.194,0.61928,-0.19247,159.197,-105.758
6000.000,0.62506,-0.18393,164.979,-105.458
