Freq (MHz),re(S11),im(S11),re(Z),im(Z)
200.000,0.73145,-0.66369,2.390,-129.473
205.806,0.71758,-0.67823,2.324,-125.655
211.612,0.70519,-0.69066,2.278,-122.474
217.417,0.69053,-0.70460,2.255,-118.973
223.223,0.67719,-0.71696,2.214,-115.968
229.029,0.66219,-0.72863,2.372,-112.963
234.835,0.64801,-0.74174,2.219,-110.038
240.641,0.63366,-0.75311,2.231,-107.375
246.446,0.61973,-0.76319,2.302,-104.969
252.252,0.60440,-0.77403,2.354,-102.436
258.058,0.59036,-0.78439,2.311,-100.169
263.864,0.57649,-0.79499,2.196,-97.981
269.670,0.56178,-0.80545,2.120,-95.797
275.475,0.54858,-0.81333,2.171,-93.996
281.281,0.53332,-0.82255,2.179,-91.969
287.087,0.52020,-0.83143,2.068,-90.227
292.893,0.50552,-0.84147,1.910,-88.335
298.699,0.49020,-0.84951,1.937,-86.547
304.505,0.47839,-0.85556,1.950,-85.210
310.310,0.46424,-0.86376,1.858,-83.607
316.116,0.45084,-0.87211,1.702,-82.108
321.922,0.43617,-0.87925,1.681,-80.592
327.728,0.42182,-0.88614,1.644,-79.153
333.534,0.41021,-0.89231,1.552,-77.994
339.339,0.39530,-0.89803,1.590,-76.616
345.145,0.38205,-0.90366,1.562,-75.401
350.951,0.37052,-0.91112,1.328,-74.293
356.757,0.35798,-0.91522,1.369,-73.228
362.563,0.34451,-0.92154,1.254,-72.057
368.368,0.33025,-0.92527,1.334,-70.919
374.174,0.31717,-0.93042,1.266,-69.855
379.980,0.30628,-0.93474,1.197,-68.985
385.786,0.29338,-0.93935,1.142,-67.985
391.592,0.28130,-0.94306,1.121,-67.079
397.397,0.26752,-0.94591,1.177,-66.089
403.203,0.25521,-0.94971,1.130,-65.197
409.009,0.24297,-0.95359,1.067,-64.326
414.815,0.23062,-0.95817,0.951,-63.453
420.621,0.21812,-0.95935,1.047,-62.634
426.426,0.20506,-0.96260,1.006,-61.763
432.232,0.19382,-0.96434,1.028,-61.039
438.038,0.18137,-0.96653,1.026,-60.245
443.844,0.16744,-0.96788,1.079,-59.381
449.650,0.15529,-0.96945,1.090,-58.635
455.455,0.14365,-0.97188,1.037,-57.923
461.261,0.13118,-0.97081,1.188,-57.197
467.067,0.11706,-0.97454,1.058,-56.354
472.873,0.10557,-0.97494,1.095,-55.695
478.679,0.09353,-0.97673,1.049,-55.006
484.484,0.08112,-0.97706,1.077,-54.312
490.290,0.07213,-0.97719,1.099,-53.815
496.096,0.06062,-0.97645,1.168,-53.187
501.902,0.04958,-0.97754,1.129,-52.587
507.708,0.03668,-0.97950,1.040,-51.897
513.514,0.02360,-0.97837,1.105,-51.208
519.319,0.01655,-0.97968,1.037,-50.841
525.125,0.00402,-0.98029,0.999,-50.196
530.931,-0.00862,-0.97938,1.031,-49.551
536.737,-0.02044,-0.97959,0.999,-48.958
542.543,-0.02843,-0.98048,0.937,-48.562
548.348,-0.03717,-0.98035,0.921,-48.131
554.154,-0.04816,-0.97589,1.105,-47.581
559.960,-0.06193,-0.97494,1.098,-46.912
565.766,-0.07112,-0.97642,0.989,-46.481
571.572,-0.08192,-0.97825,0.854,-45.981
577.377,-0.09214,-0.97381,1.009,-45.482
583.183,-0.10019,-0.97289,1.007,-45.105
588.989,-0.10910,-0.97448,0.883,-44.707
594.795,-0.11699,-0.97431,0.843,-44.348
600.601,-0.12556,-0.97252,0.868,-43.952
606.406,-0.13676,-0.97418,0.720,-43.466
612.212,-0.14707,-0.97174,0.754,-42.996
618.018,-0.15704,-0.97191,0.673,-42.565
623.824,-0.16181,-0.97071,0.688,-42.351
629.630,-0.17323,-0.96904,0.668,-41.850
635.435,-0.17974,-0.96782,0.666,-41.565
641.241,-0.18915,-0.96661,0.636,-41.160
647.047,-0.19717,-0.96592,0.594,-40.821
652.853,-0.20382,-0.96422,0.604,-40.532
658.659,-0.20921,-0.96299,0.604,-40.300
664.464,-0.22129,-0.96099,0.570,-39.792
670.270,-0.22783,-0.95792,0.628,-39.499
676.076,-0.23710,-0.95572,0.622,-39.108
681.882,-0.24254,-0.95494,0.596,-38.885
687.688,-0.24952,-0.95218,0.630,-38.582
693.493,-0.25787,-0.94884,0.669,-38.221
699.299,-0.26674,-0.94650,0.660,-37.853
705.105,-0.27509,-0.94346,0.680,-37.499
710.911,-0.28122,-0.94108,0.698,-37.239
716.717,-0.28679,-0.93720,0.777,-36.983
722.523,-0.29579,-0.93654,0.692,-36.638
728.328,-0.30430,-0.93344,0.702,-36.285
734.134,-0.30911,-0.93068,0.742,-36.074
739.940,-0.31829,-0.92808,0.719,-35.706
745.746,-0.32672,-0.92374,0.765,-35.345
751.552,-0.33303,-0.92404,0.670,-35.124
757.357,-0.33990,-0.91786,0.796,-34.796
763.163,-0.34547,-0.91428,0.845,-34.551
768.969,-0.35341,-0.91326,0.770,-34.259
774.775,-0.36317,-0.90878,0.787,-33.858
780.581,-0.36886,-0.90373,0.878,-33.589
786.386,-0.37584,-0.90235,0.822,-33.332
792.192,-0.38467,-0.90010,0.767,-33.001
797.998,-0.39029,-0.89606,0.818,-32.753
803.804,-0.39550,-0.89126,0.898,-32.507
809.610,-0.40441,-0.89130,0.760,-32.214
815.415,-0.40864,-0.88753,0.817,-32.018
821.221,-0.41964,-0.88564,0.706,-31.633
827.027,-0.42022,-0.88171,0.823,-31.552
832.833,-0.43057,-0.87856,0.758,-31.173
838.639,-0.43284,-0.87577,0.810,-31.056
844.444,-0.44111,-0.87103,0.824,-30.719
850.250,-0.44748,-0.86659,0.857,-30.448
856.056,-0.45124,-0.86210,0.933,-30.256
861.862,-0.45923,-0.86089,0.836,-29.991
867.668,-0.46573,-0.85703,0.843,-29.728
873.473,-0.47437,-0.85375,0.794,-29.413
879.279,-0.48074,-0.85155,0.750,-29.185
885.085,-0.48724,-0.84830,0.733,-28.937
890.891,-0.49250,-0.84592,0.711,-28.742
896.697,-0.49755,-0.84483,0.655,-28.577
902.503,-0.50385,-0.84109,0.652,-28.329
908.308,-0.50920,-0.83828,0.637,-28.126
914.114,-0.51337,-0.83607,0.626,-27.969
919.920,-0.51731,-0.83196,0.672,-27.784
925.726,-0.51950,-0.83065,0.669,-27.699
931.532,-0.52767,-0.82593,0.653,-27.386
937.337,-0.53323,-0.82390,0.608,-27.195
943.143,-0.53913,-0.81877,0.641,-26.939
948.949,-0.54439,-0.81533,0.637,-26.733
954.755,-0.55004,-0.81142,0.638,-26.508
960.561,-0.55629,-0.80690,0.642,-26.257
966.366,-0.56204,-0.80323,0.631,-26.035
972.172,-0.56641,-0.80069,0.615,-25.872
977.978,-0.57171,-0.79728,0.604,-25.669
983.784,-0.57290,-0.79431,0.658,-25.582
989.590,-0.57898,-0.79075,0.633,-25.357
995.395,-0.58332,-0.78851,0.607,-25.203
1001.201,-0.58769,-0.78562,0.596,-25.036
1007.007,-0.59310,-0.78237,0.574,-24.836
1012.813,-0.59827,-0.77518,0.652,-24.567
1018.619,-0.60016,-0.77020,0.739,-24.422
1024.424,-0.60477,-0.76247,0.838,-24.154
1030.230,-0.61121,-0.75718,0.838,-23.891
1036.036,-0.61875,-0.74910,0.880,-23.545
1041.842,-0.62328,-0.74625,0.856,-23.379
1047.648,-0.62690,-0.74079,0.911,-23.182
1053.453,-0.63280,-0.73633,0.894,-22.951
1059.259,-0.63444,-0.73246,0.951,-22.833
1065.065,-0.63967,-0.72828,0.939,-22.625
1070.871,-0.64960,-0.72299,0.853,-22.288
1076.677,-0.65205,-0.71865,0.899,-22.141
1082.482,-0.65655,-0.71514,0.883,-21.967
1088.288,-0.66098,-0.70959,0.913,-21.751
1094.094,-0.66529,-0.70296,0.968,-21.515
1099.900,-0.66744,-0.70050,0.976,-21.415
1105.706,-0.67219,-0.69359,1.024,-21.163
1111.512,-0.67581,-0.68719,1.083,-20.947
1117.317,-0.68361,-0.67862,1.095,-20.595
1123.123,-0.68567,-0.67315,1.164,-20.432
1128.929,-0.68988,-0.66831,1.172,-20.237
1134.735,-0.69636,-0.66152,1.168,-19.954
1140.541,-0.70120,-0.65638,1.165,-19.741
1146.346,-0.70732,-0.64910,1.174,-19.456
1152.152,-0.70192,-0.64431,1.392,-19.456
1157.958,-0.71616,-0.63953,1.164,-19.067
1163.764,-0.71918,-0.63505,1.183,-18.907
1169.570,-0.72472,-0.62994,1.156,-18.684
1175.375,-0.72994,-0.62459,1.139,-18.464
1181.181,-0.73403,-0.61804,1.169,-18.237
1186.987,-0.73890,-0.61288,1.153,-18.029
1192.793,-0.74071,-0.60391,1.276,-17.789
1198.599,-0.74793,-0.59706,1.233,-17.500
1204.404,-0.75085,-0.59067,1.279,-17.299
1210.210,-0.75614,-0.58350,1.282,-17.039
1216.016,-0.75962,-0.57657,1.320,-16.816
1221.822,-0.76518,-0.57003,1.302,-16.567
1227.628,-0.76935,-0.56345,1.314,-16.341
1233.433,-0.77219,-0.55591,1.372,-16.115
1239.239,-0.77937,-0.54882,1.318,-15.828
1245.045,-0.78128,-0.54196,1.383,-15.633
1250.851,-0.78675,-0.53620,1.344,-15.408
1256.657,-0.78915,-0.52983,1.386,-15.217
1262.462,-0.79097,-0.52393,1.434,-15.046
1268.268,-0.79652,-0.51574,1.425,-14.763
1274.074,-0.79770,-0.50871,1.503,-14.574
1279.880,-0.80352,-0.50044,1.483,-14.286
1285.686,-0.80526,-0.49037,1.587,-14.013
1291.491,-0.80854,-0.48063,1.646,-13.725
1297.297,-0.81089,-0.47076,1.726,-13.447
1303.103,-0.81368,-0.45914,1.816,-13.117
1308.909,-0.82207,-0.44462,1.798,-12.640
1314.715,-0.82393,-0.43584,1.865,-12.394
1320.521,-0.82422,-0.43023,1.929,-12.247
1326.326,-0.82818,-0.41800,1.982,-11.885
1332.132,-0.82956,-0.40946,2.051,-11.649
1337.938,-0.83242,-0.40234,2.063,-11.431
1343.744,-0.83591,-0.39082,2.108,-11.092
1349.550,-0.84001,-0.37875,2.138,-10.732
1355.355,-0.84159,-0.36930,2.202,-10.468
1361.161,-0.84376,-0.36075,2.237,-10.221
1366.967,-0.84595,-0.34729,2.321,-9.843
1372.773,-0.84883,-0.33351,2.384,-9.450
1378.579,-0.85053,-0.32391,2.432,-9.178
1384.384,-0.85230,-0.31021,2.514,-8.795
1390.190,-0.85573,-0.29380,2.570,-8.323
1395.996,-0.85793,-0.28320,2.601,-8.018
1401.802,-0.85690,-0.27125,2.728,-7.702
1407.608,-0.85842,-0.26007,2.776,-7.386
1413.413,-0.85898,-0.24463,2.877,-6.958
1419.219,-0.85998,-0.23217,2.939,-6.608
1425.025,-0.86092,-0.21617,3.021,-6.159
1430.831,-0.85998,-0.20451,3.122,-5.841
1436.637,-0.86171,-0.18902,3.166,-5.398
1442.442,-0.86001,-0.17776,3.277,-5.091
1448.248,-0.86049,-0.15878,3.361,-4.554
1454.054,-0.85946,-0.14404,3.458,-4.141
1459.860,-0.85802,-0.12866,3.564,-3.709
1465.666,-0.85628,-0.11203,3.676,-3.239
1471.471,-0.85367,-0.09493,3.806,-2.756
1477.277,-0.85095,-0.08022,3.925,-2.337
1483.083,-0.84828,-0.06394,4.040,-1.869
1488.889,-0.84559,-0.04644,4.149,-1.362
1494.695,-0.84166,-0.02852,4.286,-0.841
1500.501,-0.83749,-0.01233,4.420,-0.365
1506.306,-0.83420,0.00734,4.519,0.218
1512.112,-0.82805,0.02368,4.694,0.709
1517.918,-0.82040,0.03959,4.907,1.194
1523.724,-0.81507,0.06092,5.032,1.847
1529.530,-0.80735,0.07947,5.223,2.428
1535.335,-0.79925,0.09883,5.411,3.044
1541.141,-0.79056,0.11623,5.614,3.610
1546.947,-0.77946,0.13692,5.866,4.299
1552.753,-0.77019,0.15582,6.057,4.934
1558.559,-0.75822,0.17583,6.313,5.632
1564.364,-0.74585,0.19709,6.558,6.385
1570.170,-0.73523,0.21256,6.777,6.955
1575.976,-0.71993,0.23457,7.080,7.785
1581.782,-0.70672,0.25237,7.338,8.479
1587.588,-0.69028,0.27362,7.651,9.333
1593.393,-0.67594,0.29044,7.928,10.039
1599.199,-0.65708,0.31331,8.264,11.016
1605.005,-0.63939,0.33184,8.598,11.861
1610.811,-0.62170,0.34947,8.927,12.699
1616.617,-0.59901,0.36885,9.379,13.697
1622.422,-0.57821,0.38666,9.775,14.645
1628.228,-0.55818,0.40299,10.154,15.558
1634.034,-0.53379,0.42189,10.612,16.672
1639.840,-0.50875,0.43907,11.105,17.783
1645.646,-0.48539,0.45330,11.587,18.795
1651.451,-0.46013,0.47044,12.046,19.991
1657.257,-0.43284,0.48271,12.678,21.116
1663.063,-0.40381,0.49772,13.280,22.436
1668.869,-0.37642,0.51048,13.867,23.687
1674.675,-0.34637,0.52299,14.536,25.069
1680.480,-0.31773,0.53315,15.213,26.385
1686.286,-0.28459,0.54268,16.057,27.906
1692.092,-0.25301,0.55063,16.890,29.395
1697.898,-0.22125,0.55551,17.846,30.861
1703.704,-0.18821,0.56241,18.756,32.544
1709.510,-0.15416,0.56572,19.859,34.242
1715.315,-0.12009,0.56901,20.965,36.051
1721.121,-0.08770,0.56971,22.145,37.788
1726.927,-0.05140,0.56923,23.552,39.821
1732.733,-0.01618,0.56741,25.019,41.888
1738.539,0.01780,0.56412,26.558,43.971
1744.344,0.05353,0.55770,28.426,46.212
1750.150,0.08718,0.55146,30.259,48.486
1755.956,0.12214,0.54287,32.402,50.957
1761.762,0.15283,0.53231,34.627,53.175
1767.568,0.18499,0.52353,36.858,55.793
1773.373,0.21960,0.50784,40.019,58.579
1779.179,0.24989,0.49461,42.915,61.267
1784.985,0.28070,0.48009,46.179,64.194
1790.791,0.31340,0.46407,49.974,67.572
1796.597,0.34153,0.44212,54.677,70.284
1802.402,0.36872,0.42389,59.181,73.312
1808.208,0.39536,0.40573,64.038,76.524
1814.014,0.42190,0.38458,69.913,79.771
1819.820,0.44873,0.36236,76.669,83.262
1825.626,0.47209,0.33850,84.236,86.072
1831.431,0.49639,0.31538,92.631,89.321
1837.237,0.51669,0.29279,101.358,91.693
1843.043,0.53785,0.26779,111.991,93.862
1848.849,0.55667,0.24379,123.195,95.240
1854.655,0.57463,0.21875,135.921,95.609
1860.460,0.59191,0.19319,150.181,94.768
1866.266,0.60662,0.16812,164.950,91.861
1872.072,0.62138,0.14159,181.716,86.652
1877.878,0.63502,0.11568,198.975,78.913
1883.684,0.64736,0.09087,215.917,68.525
1889.489,0.65841,0.06456,232.652,53.419
1895.295,0.66777,0.03915,246.871,34.983
1901.101,0.67645,0.01379,258.507,13.145
1906.907,0.68436,-0.01083,266.445,-10.853
1912.713,0.69031,-0.03546,268.727,-36.495
1918.519,0.69698,-0.05966,267.699,-62.553
1924.324,0.70152,-0.08499,259.902,-88.238
1930.130,0.70427,-0.10867,247.918,-109.469
1935.936,0.70805,-0.13227,234.189,-128.756
1941.742,0.71017,-0.15530,218.062,-143.638
1947.548,0.71136,-0.17814,200.892,-154.844
1953.353,0.71264,-0.19942,184.881,-163.002
1959.159,0.70981,-0.22587,164.592,-167.033
1964.965,0.71038,-0.24543,150.962,-170.303
1970.771,0.70989,-0.26514,137.820,-171.650
1976.577,0.70841,-0.28421,125.869,-171.415
1982.382,0.70406,-0.30690,112.814,-168.841
1988.188,0.70178,-0.32527,103.143,-167.034
1993.994,0.69806,-0.34578,93.281,-164.083
1999.800,0.69697,-0.36290,85.569,-162.356
2005.606,0.69095,-0.38276,77.697,-158.154
2011.411,0.68541,-0.40084,71.164,-154.382
2017.217,0.68073,-0.41804,65.390,-151.086
2023.023,0.67881,-0.43300,60.507,-148.976
2028.829,0.67410,-0.44945,55.737,-145.824
2034.635,0.66430,-0.47000,50.632,-140.889
2040.440,0.66044,-0.48244,47.562,-138.613
2046.246,0.65605,-0.49754,44.014,-135.996
2052.052,0.65135,-0.51009,41.329,-133.620
2057.858,0.64720,-0.52236,38.794,-131.468
2063.664,0.63666,-0.54230,35.271,-127.269
2069.469,0.63849,-0.54840,33.793,-127.112
2075.275,0.63020,-0.56408,31.285,-123.990
2081.081,0.62443,-0.57634,29.364,-121.792
2086.887,0.61708,-0.59194,27.043,-119.099
2092.693,0.61473,-0.60193,25.432,-117.852
2098.498,0.60527,-0.61613,23.723,-115.073
2104.304,0.60140,-0.62720,22.176,-113.570
2110.110,0.59896,-0.63804,20.615,-112.345
2115.916,0.59267,-0.64814,19.510,-110.603
2121.722,0.58803,-0.66013,18.039,-109.024
2127.528,0.58512,-0.67107,16.652,-107.809
2133.333,0.58272,-0.67798,15.839,-106.974
2139.139,0.57159,-0.69092,14.821,-104.541
2144.945,0.56957,-0.70005,13.735,-103.659
2150.751,0.56526,-0.70601,13.239,-102.700
2156.557,0.55874,-0.71412,12.618,-101.340
2162.362,0.55453,-0.72162,11.942,-100.339
2168.168,0.55123,-0.72863,11.283,-99.499
2173.974,0.54481,-0.73518,10.880,-98.328
2179.780,0.54048,-0.74182,10.348,-97.421
2185.586,0.53398,-0.74896,9.890,-96.253
2191.391,0.52537,-0.75900,9.229,-94.714
2197.197,0.52528,-0.75898,9.236,-94.706
2203.003,0.51934,-0.76426,8.968,-93.759
2208.809,0.51348,-0.77031,8.611,-92.800
2214.615,0.50530,-0.77402,8.625,-91.727
2220.420,0.50407,-0.77941,8.111,-91.327
2226.226,0.49873,-0.78518,7.765,-90.481
2232.032,0.49007,-0.78873,7.807,-89.413
2237.838,0.48368,-0.79233,7.730,-88.591
2243.644,0.47062,-0.79637,7.891,-87.087
2249.449,0.46361,-0.80270,7.550,-86.123
2255.255,0.44852,-0.81358,7.087,-84.218
2261.061,0.45765,-0.80805,7.265,-85.320
2266.867,0.45878,-0.81079,6.952,-85.319
2272.673,0.44511,-0.81776,6.816,-83.732
2278.478,0.43544,-0.82301,6.679,-82.626
2284.284,0.43187,-0.82547,6.577,-82.204
2290.090,0.42303,-0.83000,6.467,-81.230
2295.896,0.41990,-0.83324,6.276,-80.834
2301.702,0.41211,-0.83574,6.307,-80.046
2307.508,0.40407,-0.84126,6.069,-79.152
2313.313,0.39887,-0.84976,5.483,-78.431
2319.119,0.39232,-0.85005,5.656,-77.853
2324.925,0.38726,-0.85007,5.801,-77.415
2330.731,0.37695,-0.86253,5.032,-76.185
2336.537,0.38217,-0.86766,4.456,-76.476
2342.342,0.37640,-0.86753,4.631,-76.000
2348.148,0.37152,-0.87262,4.346,-75.456
2353.954,0.36630,-0.88107,3.801,-74.802
2359.760,0.36006,-0.88218,3.878,-74.272
2365.566,0.35713,-0.88724,3.551,-73.907
2371.371,0.35626,-0.89319,3.106,-73.684
2377.177,0.34643,-0.89369,3.316,-72.904
2382.983,0.34928,-0.90573,2.318,-72.821
2388.789,0.34989,-0.90886,2.064,-72.787
2394.595,0.34830,-0.91505,1.639,-72.506
2400.400,0.34178,-0.91851,1.547,-71.932
2406.206,0.34515,-0.91829,1.478,-72.187
2412.012,0.34077,-0.92453,1.129,-71.706
2417.818,0.34129,-0.92920,0.775,-71.625
2423.624,0.33623,-0.93095,0.776,-71.214
2429.429,0.34105,-0.93362,0.461,-71.495
2435.235,0.34211,-0.93199,0.552,-71.613
2441.041,0.33947,-0.93496,0.405,-71.346
2446.847,0.33616,-0.93794,0.275,-71.034
2452.653,0.33328,-0.93663,0.441,-70.860
2458.458,0.33223,-0.93697,0.442,-70.777
2464.264,0.32812,-0.94209,0.179,-70.360
2470.070,0.33102,-0.93938,0.301,-70.632
2475.876,0.32892,-0.94225,0.149,-70.412
2481.682,0.32631,-0.94020,0.357,-70.278
2487.487,0.31726,-0.94083,0.525,-69.625
2493.293,0.32271,-0.93997,0.459,-70.029
2499.099,0.31849,-0.94046,0.522,-69.719
2504.905,0.31437,-0.93885,0.730,-69.466
2510.711,0.31084,-0.93857,0.828,-69.223
2516.517,0.30305,-0.93901,0.966,-68.667
2522.322,0.30461,-0.93662,1.101,-68.827
2528.128,0.30010,-0.93971,0.979,-68.447
2533.934,0.30008,-0.93838,1.072,-68.472
2539.740,0.28393,-0.93825,1.402,-67.351
2545.546,0.29321,-0.93563,1.404,-68.048
2551.351,0.28296,-0.93528,1.627,-67.340
2557.157,0.27319,-0.93790,1.623,-66.616
2562.963,0.26590,-0.93789,1.751,-66.117
2568.769,0.26004,-0.93979,1.718,-65.685
2574.575,0.26092,-0.93966,1.713,-65.747
2580.380,0.25356,-0.94151,1.707,-65.219
2586.186,0.24687,-0.94253,1.741,-64.754
2591.992,0.25622,-0.93673,1.988,-65.475
2597.798,0.24779,-0.94315,1.685,-64.806
2603.604,0.24326,-0.94446,1.666,-64.483
2609.409,0.25693,-0.94485,1.427,-65.392
2615.215,0.23863,-0.95511,1.033,-64.019
2621.021,0.21917,-0.95763,1.143,-62.723
2626.827,0.22675,-0.96150,0.791,-63.157
2632.633,0.22512,-0.96173,0.800,-63.049
2638.438,0.21841,-0.96894,0.434,-62.523
2644.244,0.22304,-0.96942,0.340,-62.809
2650.050,0.22601,-0.97280,0.084,-62.948
2655.856,0.22505,-0.97495,-0.038,-62.856
2661.662,0.22335,-0.98020,-0.342,-62.674
2667.467,0.22072,-0.98217,-0.425,-62.482
2673.273,0.22451,-0.98716,-0.790,-62.642
2679.079,0.22283,-0.98929,-0.895,-62.507
2684.885,0.22287,-0.99029,-0.957,-62.494
2690.691,0.22350,-0.99188,-1.065,-62.509
2696.496,0.22659,-0.99535,-1.324,-62.644
2702.302,0.22833,-0.99766,-1.491,-62.714
2708.108,0.22209,-0.99700,-1.355,-62.346
2713.914,0.22602,-0.99630,-1.373,-62.595
2719.720,0.22179,-0.99954,-1.504,-62.289
2725.526,0.23070,-0.99769,-1.531,-62.858
2731.331,0.23095,-0.99862,-1.592,-62.858
2737.137,0.22901,-0.99760,-1.498,-62.757
2742.943,0.23154,-0.99616,-1.451,-62.934
2748.749,0.23280,-0.99988,-1.699,-62.951
2754.555,0.23284,-0.99684,-1.514,-63.002
2760.360,0.22822,-0.99382,-1.256,-62.768
2766.166,0.22904,-0.99351,-1.249,-62.823
2771.972,0.23315,-0.99178,-1.208,-63.103
2777.778,0.23487,-0.98916,-1.074,-63.251
2783.584,0.22963,-0.98674,-0.842,-62.965
2789.389,0.23208,-0.98280,-0.635,-63.178
2795.195,0.23541,-0.98150,-0.606,-63.407
2801.001,0.23055,-0.98167,-0.541,-63.101
2806.807,0.21821,-0.97675,-0.053,-62.403
2812.613,0.21387,-0.98021,-0.207,-62.085
2818.418,0.20973,-0.97289,0.303,-61.926
2824.224,0.19828,-0.97125,0.547,-61.236
2830.030,0.19728,-0.97418,0.378,-61.139
2835.836,0.20418,-0.96793,0.682,-61.643
2841.642,0.20014,-0.97290,0.422,-61.331
2847.447,0.18746,-0.97025,0.733,-60.580
2853.253,0.19286,-0.97348,0.474,-60.875
2859.059,0.18078,-0.97092,0.763,-60.163
2864.865,0.17892,-0.97857,0.318,-59.970
2870.671,0.17256,-0.97664,0.500,-59.606
2876.476,0.16696,-0.98056,0.321,-59.232
2882.282,0.17218,-0.98862,-0.211,-59.460
2888.088,0.16651,-0.98012,0.352,-59.210
2893.894,0.17931,-0.98837,-0.273,-59.886
2899.700,0.15676,-1.00234,-0.852,-58.420
2905.506,0.16055,-0.99515,-0.475,-58.711
2911.311,0.17126,-1.00049,-0.898,-59.278
2917.117,0.16333,-1.00554,-1.104,-58.765
2922.923,0.15225,-1.00803,-1.133,-58.106
2928.729,0.15978,-1.00903,-1.267,-58.525
2934.535,0.16853,-1.01341,-1.612,-58.976
2940.340,0.16719,-1.01058,-1.435,-58.931
2946.146,0.17123,-1.01571,-1.774,-59.104
2951.952,0.16157,-1.01467,-1.606,-58.566
2957.758,0.17108,-1.01561,-1.767,-59.096
2963.564,0.17175,-1.01745,-1.879,-59.113
