Freq (MHz),re(S11),im(S11),re(Z),im(Z)
200.000,-0.02875,-0.11545,45.996,-10.773
205.806,-0.03551,-0.11268,45.441,-10.385
211.612,-0.04117,-0.11025,44.981,-10.058
217.417,-0.04647,-0.10640,44.582,-9.617
223.223,-0.05027,-0.10045,44.350,-9.024
229.029,-0.05332,-0.09529,44.167,-8.519
234.835,-0.05604,-0.09079,43.999,-8.081
240.641,-0.05765,-0.08479,43.945,-7.531
246.446,-0.05791,-0.07980,43.991,-7.090
252.252,-0.05759,-0.07461,44.087,-6.637
258.058,-0.05564,-0.06906,44.325,-6.171
263.864,-0.05359,-0.06441,44.560,-5.781
269.670,-0.05021,-0.06105,44.899,-5.516
275.475,-0.04691,-0.05851,45.221,-5.322
281.281,-0.04209,-0.05635,45.681,-5.174
287.087,-0.03683,-0.05509,46.176,-5.110
292.893,-0.03132,-0.05506,46.688,-5.162
298.699,-0.02600,-0.05517,47.185,-5.226
304.505,-0.02036,-0.05695,47.700,-5.453
310.310,-0.01538,-0.05995,48.143,-5.795
316.116,-0.00975,-0.06350,48.645,-6.203
321.922,-0.00570,-0.06875,48.970,-6.766
327.728,-0.00145,-0.07411,49.311,-7.349
333.534,0.00182,-0.08047,49.535,-8.024
339.339,0.00425,-0.08785,49.651,-8.792
345.145,0.00554,-0.09483,49.651,-9.503
350.951,0.00654,-0.10308,49.586,-10.332
356.757,0.00623,-0.11213,49.362,-11.211
362.563,0.00489,-0.11961,49.060,-11.907
368.368,0.00165,-0.12725,48.564,-12.563
374.174,-0.00215,-0.13603,47.980,-13.300
379.980,-0.00663,-0.14413,47.345,-13.938
385.786,-0.01195,-0.15209,46.636,-14.524
391.592,-0.01830,-0.15821,45.888,-14.898
397.397,-0.02532,-0.16405,45.096,-15.215
403.203,-0.03281,-0.16921,44.293,-15.448
409.009,-0.04064,-0.17291,43.513,-15.538
414.815,-0.04942,-0.17621,42.677,-15.561
420.621,-0.05697,-0.17842,41.988,-15.528
426.426,-0.06674,-0.17921,41.170,-15.317
432.232,-0.07460,-0.17910,40.543,-15.091
438.038,-0.08309,-0.17842,39.889,-14.808
443.844,-0.09107,-0.17610,39.326,-14.417
449.650,-0.09850,-0.17343,38.820,-14.023
455.455,-0.10484,-0.16995,38.419,-13.601
461.261,-0.11185,-0.16508,38.000,-13.066
467.067,-0.11675,-0.16093,37.724,-12.641
472.873,-0.12121,-0.15541,37.508,-12.130
478.679,-0.12423,-0.14894,37.415,-11.581
484.484,-0.12665,-0.14297,37.352,-11.085
490.290,-0.12752,-0.13709,37.398,-10.627
496.096,-0.12813,-0.13126,37.458,-10.176
501.902,-0.12731,-0.12598,37.613,-9.791
507.708,-0.12635,-0.12106,37.768,-9.433
513.514,-0.12287,-0.11590,38.118,-9.095
519.319,-0.11969,-0.11204,38.425,-8.848
525.125,-0.11589,-0.10883,38.770,-8.657
530.931,-0.11219,-0.10651,39.096,-8.532
536.737,-0.10752,-0.10610,39.471,-8.572
542.543,-0.10195,-0.10549,39.924,-8.608
548.348,-0.09727,-0.10658,40.284,-8.769
554.154,-0.09137,-0.10820,40.736,-8.996
559.960,-0.08714,-0.11082,41.039,-9.280
565.766,-0.08286,-0.11533,41.312,-9.725
571.572,-0.07936,-0.12076,41.502,-10.238
577.377,-0.07665,-0.12626,41.621,-10.745
583.183,-0.07326,-0.13299,41.765,-11.371
588.989,-0.07220,-0.14081,41.685,-12.041
594.795,-0.07184,-0.14870,41.536,-12.699
600.601,-0.07287,-0.15681,41.258,-13.338
606.406,-0.07525,-0.16524,40.856,-13.962
612.212,-0.07870,-0.17336,40.370,-14.523
618.018,-0.08312,-0.18179,39.797,-15.071
623.824,-0.08825,-0.18944,39.188,-15.526
629.630,-0.09598,-0.19595,38.417,-15.808
635.435,-0.10174,-0.20279,37.791,-16.159
641.241,-0.11064,-0.20843,36.975,-16.322
647.047,-0.11947,-0.21319,36.202,-16.416
652.853,-0.12830,-0.21757,35.451,-16.478
658.659,-0.13773,-0.22127,34.691,-16.471
664.464,-0.14879,-0.22248,33.901,-16.249
670.270,-0.15819,-0.22348,33.242,-16.062
676.076,-0.16804,-0.22239,32.618,-15.730
681.882,-0.17760,-0.22128,32.022,-15.413
687.688,-0.18656,-0.21839,31.516,-15.004
693.493,-0.19512,-0.21502,31.050,-14.582
699.299,-0.20419,-0.21035,30.584,-14.077
705.105,-0.21175,-0.20409,30.249,-13.516
710.911,-0.21844,-0.19792,29.962,-12.989
716.717,-0.22346,-0.19132,29.784,-12.476
722.523,-0.22820,-0.18412,29.631,-11.938
728.328,-0.23281,-0.17745,29.469,-11.438
734.134,-0.23471,-0.17013,29.482,-10.952
739.940,-0.23682,-0.16244,29.482,-10.439
745.746,-0.23672,-0.15525,29.604,-9.993
751.552,-0.23573,-0.14892,29.765,-9.613
757.357,-0.23468,-0.14245,29.929,-9.222
763.163,-0.23128,-0.13675,30.227,-8.910
768.969,-0.22858,-0.13142,30.474,-8.608
774.775,-0.22398,-0.12759,30.823,-8.425
780.581,-0.21839,-0.12523,31.217,-8.348
786.386,-0.21332,-0.12300,31.580,-8.270
792.192,-0.20845,-0.12233,31.911,-8.292
797.998,-0.20307,-0.12213,32.273,-8.352
803.804,-0.19806,-0.12367,32.588,-8.525
809.610,-0.19317,-0.12763,32.862,-8.863
815.415,-0.18866,-0.13164,33.109,-9.204
821.221,-0.18615,-0.13672,33.201,-9.590
827.027,-0.18309,-0.14395,33.291,-10.134
832.833,-0.18165,-0.15026,33.281,-10.590
838.639,-0.17996,-0.15883,33.240,-11.205
844.444,-0.18134,-0.16686,32.994,-11.723
850.250,-0.18387,-0.17502,32.662,-12.220
856.056,-0.18696,-0.18347,32.283,-12.718
861.862,-0.19205,-0.19138,31.781,-13.130
867.668,-0.19831,-0.19976,31.195,-13.535
873.473,-0.20593,-0.20703,30.549,-13.828
879.279,-0.21482,-0.21364,29.847,-14.042
885.085,-0.22345,-0.21914,29.195,-14.185
890.891,-0.23392,-0.22395,28.458,-14.240
896.697,-0.24463,-0.22862,27.723,-14.277
902.503,-0.25580,-0.23079,27.029,-14.156
908.308,-0.26709,-0.23234,26.354,-14.001
914.114,-0.27983,-0.23296,25.630,-13.766
919.920,-0.29066,-0.23232,25.048,-13.509
925.726,-0.30194,-0.22987,24.487,-13.151
931.532,-0.31304,-0.22663,23.956,-12.765
937.337,-0.32387,-0.22281,23.455,-12.363
943.143,-0.33407,-0.21703,23.026,-11.880
948.949,-0.34278,-0.21076,22.682,-11.408
954.755,-0.35120,-0.20370,22.364,-10.909
960.561,-0.35806,-0.19676,22.120,-10.449
966.366,-0.36460,-0.18764,21.922,-9.889
972.172,-0.36880,-0.17930,21.824,-9.408
977.978,-0.37266,-0.17081,21.740,-8.927
983.784,-0.37534,-0.16247,21.708,-8.471
989.590,-0.37707,-0.15338,21.728,-7.989
995.395,-0.37830,-0.14495,21.759,-7.547
1001.201,-0.37781,-0.13845,21.854,-7.220
1007.007,-0.37671,-0.13104,21.985,-6.852
1012.813,-0.37450,-0.12351,22.171,-6.485
1018.619,-0.37158,-0.11829,22.370,-6.242
1024.424,-0.36763,-0.11274,22.626,-5.987
1030.230,-0.36402,-0.10862,22.851,-5.801
1036.036,-0.35912,-0.10561,23.135,-5.683
1041.842,-0.35422,-0.10461,23.405,-5.671
1047.648,-0.34948,-0.10477,23.659,-5.719
1053.453,-0.34550,-0.10653,23.859,-5.848
1059.259,-0.34146,-0.10949,24.052,-6.044
1065.065,-0.33960,-0.11227,24.128,-6.212
1070.871,-0.33759,-0.11729,24.191,-6.506
1076.677,-0.33647,-0.12366,24.189,-6.865
1082.482,-0.33802,-0.12885,24.051,-7.131
1088.288,-0.34088,-0.13530,23.826,-7.449
1094.094,-0.34432,-0.14224,23.564,-7.784
1099.900,-0.34781,-0.15062,23.279,-8.189
1105.706,-0.35607,-0.15651,22.773,-8.399
1111.512,-0.36305,-0.16277,22.333,-8.637
1117.317,-0.37313,-0.16613,21.776,-8.684
1123.123,-0.38191,-0.17203,21.259,-8.871
1128.929,-0.39321,-0.17434,20.670,-8.843
1134.735,-0.40541,-0.17758,20.036,-8.849
1140.541,-0.41760,-0.17850,19.441,-8.744
1146.346,-0.43129,-0.17787,18.804,-8.551
1152.152,-0.44049,-0.17663,18.392,-8.386
1157.958,-0.45914,-0.17303,17.583,-8.014
1163.764,-0.47122,-0.17004,17.075,-7.752
1169.570,-0.48492,-0.16424,16.530,-7.358
1175.375,-0.49696,-0.15867,16.060,-7.002
1181.181,-0.50892,-0.15107,15.615,-6.569
1186.987,-0.51981,-0.14244,15.225,-6.113
1192.793,-0.52990,-0.13316,14.872,-5.646
1198.599,-0.53946,-0.12327,14.544,-5.168
1204.404,-0.54693,-0.11348,14.298,-4.717
1210.210,-0.55467,-0.10149,14.050,-4.181
1216.016,-0.56021,-0.09077,13.878,-3.716
1221.822,-0.56538,-0.07909,13.720,-3.220
1227.628,-0.56935,-0.06754,13.603,-2.737
1233.433,-0.57142,-0.05623,13.555,-2.274
1239.239,-0.57429,-0.04478,13.470,-1.805
1245.045,-0.57422,-0.03542,13.492,-1.429
1250.851,-0.57451,-0.02538,13.495,-1.024
1256.657,-0.57378,-0.01525,13.535,-0.616
1262.462,-0.57260,-0.00742,13.587,-0.300
1268.268,-0.56962,0.00241,13.709,0.098
1274.074,-0.56807,0.00979,13.770,0.398
1279.880,-0.56468,0.01446,13.905,0.591
1285.686,-0.56055,0.02072,14.069,0.851
1291.491,-0.55700,0.02369,14.211,0.977
1297.297,-0.55332,0.03089,14.353,1.280
1303.103,-0.55065,0.03139,14.463,1.305
1308.909,-0.54901,0.03305,14.528,1.377
1314.715,-0.54692,0.03470,14.612,1.449
1320.521,-0.54664,0.03288,14.627,1.374
1326.326,-0.54678,0.03286,14.621,1.373
1332.132,-0.54923,0.03003,14.524,1.251
1337.938,-0.55285,0.02952,14.374,1.224
1343.744,-0.55691,0.02872,14.208,1.185
1349.550,-0.56371,0.02967,13.927,1.213
1355.355,-0.57060,0.02754,13.650,1.116
1361.161,-0.57817,0.02566,13.348,1.030
1366.967,-0.58791,0.02980,12.954,1.181
1372.773,-0.59653,0.03307,12.609,1.297
1378.579,-0.60695,0.03765,12.196,1.457
1384.384,-0.61689,0.04320,11.803,1.651
1390.190,-0.62632,0.05099,11.428,1.926
1395.996,-0.63819,0.06088,10.959,2.266
1401.802,-0.64696,0.06806,10.614,2.505
1407.608,-0.65577,0.07740,10.263,2.817
1413.413,-0.66427,0.08739,9.921,3.146
1419.219,-0.67191,0.10012,9.598,3.569
1425.025,-0.67927,0.11246,9.284,3.970
1430.831,-0.68565,0.12532,8.998,4.386
1436.637,-0.69232,0.13906,8.694,4.823
1442.442,-0.69668,0.15296,8.463,5.271
1448.248,-0.69991,0.16591,8.272,5.687
1454.054,-0.70236,0.18027,8.091,6.151
1459.860,-0.70447,0.19411,7.918,6.596
1465.666,-0.70571,0.20762,7.771,7.032
1471.471,-0.70619,0.22101,7.643,7.467
1477.277,-0.70566,0.23557,7.531,7.946
1483.083,-0.70445,0.24792,7.454,8.357
1488.889,-0.70331,0.26067,7.366,8.779
1494.695,-0.69989,0.27488,7.328,9.270
1500.501,-0.69764,0.28535,7.287,9.629
1506.306,-0.69343,0.29768,7.282,10.069
1512.112,-0.68942,0.30855,7.281,10.462
1517.918,-0.68489,0.31657,7.327,10.771
1523.724,-0.68067,0.32837,7.312,11.198
1529.530,-0.67512,0.33895,7.349,11.604
1535.335,-0.67204,0.34620,7.349,11.874
1541.141,-0.66522,0.35533,7.437,12.256
1546.947,-0.66026,0.36435,7.464,12.611
1552.753,-0.65547,0.36999,7.532,12.858
1558.559,-0.65009,0.37820,7.578,13.197
1564.364,-0.64551,0.38438,7.627,13.461
1570.170,-0.64228,0.39165,7.614,13.740
1575.976,-0.63879,0.39713,7.636,13.967
1581.782,-0.63760,0.40138,7.604,14.119
1587.588,-0.63416,0.40810,7.601,14.385
1593.393,-0.63331,0.41398,7.530,14.582
1599.199,-0.63154,0.42151,7.457,14.844
1605.005,-0.63008,0.42919,7.370,15.105
1610.811,-0.62984,0.43716,7.238,15.352
1616.617,-0.62811,0.44574,7.138,15.643
1622.422,-0.62673,0.45490,7.014,15.944
1628.228,-0.62982,0.46269,6.780,16.119
1634.034,-0.62471,0.47390,6.724,16.545
1639.840,-0.62442,0.48252,6.569,16.803
1645.646,-0.62178,0.49564,6.393,17.234
1651.451,-0.62085,0.50607,6.216,17.552
1657.257,-0.61628,0.51782,6.111,17.977
1663.063,-0.61272,0.52890,5.985,18.361
1668.869,-0.60877,0.54084,5.847,18.775
1674.675,-0.60629,0.55227,5.674,19.142
1680.480,-0.60226,0.56375,5.537,19.540
1686.286,-0.59439,0.57643,5.470,20.054
1692.092,-0.58935,0.58589,5.392,20.419
1697.898,-0.58054,0.59668,5.377,20.906
1703.704,-0.57799,0.60753,5.191,21.248
1709.510,-0.56914,0.61857,5.158,21.744
1715.315,-0.56307,0.62918,5.056,22.162
1721.121,-0.55651,0.63826,4.998,22.552
1726.927,-0.54712,0.65052,4.926,23.095
1732.733,-0.54140,0.65912,4.847,23.453
1738.539,-0.53333,0.66781,4.819,23.875
1744.344,-0.52462,0.67640,4.803,24.314
1750.150,-0.51763,0.68425,4.760,24.690
1755.956,-0.50826,0.69307,4.742,25.155
1761.762,-0.50074,0.69841,4.772,25.489
1767.568,-0.49140,0.70714,4.744,25.956
1773.373,-0.48096,0.71316,4.813,26.395
1779.179,-0.47261,0.72016,4.801,26.800
1784.985,-0.46277,0.72690,4.825,27.244
1790.791,-0.45398,0.73681,4.724,27.731
1796.597,-0.44316,0.73782,4.934,28.085
1802.402,-0.43319,0.74440,4.950,28.541
1808.208,-0.42483,0.74869,4.998,28.899
1814.014,-0.41683,0.75335,5.024,29.257
1819.820,-0.40720,0.76048,5.000,29.723
1825.626,-0.39732,0.76475,5.070,30.140
1831.431,-0.38311,0.76828,5.252,30.691
1837.237,-0.37375,0.77239,5.309,31.097
1843.043,-0.36857,0.77812,5.219,31.395
1848.849,-0.36016,0.78280,5.228,31.785
1854.655,-0.34555,0.78748,5.358,32.398
1860.460,-0.33467,0.79141,5.434,32.870
1866.266,-0.32180,0.79468,5.569,33.409
1872.072,-0.31026,0.79848,5.653,33.915
1877.878,-0.29749,0.80440,5.673,34.515
1883.684,-0.29038,0.80919,5.623,34.881
1889.489,-0.27945,0.81365,5.652,35.391
1895.295,-0.26587,0.81459,5.864,35.949
1901.101,-0.25625,0.81978,5.828,36.431
1906.907,-0.24562,0.82450,5.823,36.950
1912.713,-0.23475,0.82789,5.871,37.461
1918.519,-0.22299,0.83181,5.905,38.023
1924.324,-0.21098,0.83468,5.982,38.586
1930.130,-0.20050,0.84047,5.900,39.136
1935.936,-0.19209,0.84296,5.923,39.545
1941.742,-0.17761,0.84416,6.093,40.210
1947.548,-0.16802,0.84780,6.073,40.700
1953.353,-0.15632,0.85060,6.116,41.279
1959.159,-0.14524,0.85627,6.008,41.876
1964.965,-0.13255,0.85603,6.193,42.473
1970.771,-0.12515,0.85600,6.294,42.828
1976.577,-0.11045,0.85977,6.302,43.592
1982.382,-0.10157,0.86287,6.260,44.069
1988.188,-0.08728,0.86181,6.485,44.772
1993.994,-0.07892,0.86606,6.366,45.246
1999.800,-0.06838,0.86410,6.585,45.765
2005.606,-0.05716,0.86675,6.568,46.379
2011.411,-0.04260,0.86827,6.635,47.165
2017.217,-0.03622,0.86667,6.783,47.492
2023.023,-0.02066,0.86817,6.847,48.354
2028.829,-0.01273,0.86482,7.102,48.763
2034.635,-0.00591,0.86280,7.275,49.127
2040.440,0.00892,0.86150,7.473,49.959
2046.246,0.02258,0.86170,7.567,50.752
2052.052,0.02906,0.86028,7.697,51.122
2057.858,0.03605,0.85722,7.929,51.515
2063.664,0.05095,0.85379,8.236,52.391
2069.469,0.05933,0.84934,8.564,52.878
2075.275,0.07116,0.84809,8.713,53.609
2081.081,0.07729,0.84653,8.846,53.988
2086.887,0.08735,0.84228,9.172,54.610
2092.693,0.09620,0.83739,9.536,55.161
2098.498,0.10935,0.83396,9.826,56.017
2104.304,0.11849,0.82972,10.151,56.617
2110.110,0.12822,0.82358,10.612,57.261
2115.916,0.13592,0.82086,10.832,57.789
2121.722,0.14179,0.81558,11.226,58.186
2127.528,0.15396,0.80770,11.838,59.035
2133.333,0.16106,0.80432,12.110,59.546
2139.139,0.17398,0.80263,12.269,60.506
2144.945,0.18176,0.79609,12.783,61.084
2150.751,0.18960,0.79322,13.019,61.684
2156.557,0.19976,0.78128,13.979,62.463
2162.362,0.21097,0.78447,13.736,63.368
2168.168,0.22268,0.78098,14.021,64.323
2173.974,0.23240,0.77692,14.352,65.133
2179.780,0.24421,0.77476,14.516,66.136
2185.586,0.25256,0.77085,14.833,66.863
2191.391,0.26768,0.76539,15.263,68.210
2197.197,0.27644,0.76385,15.362,69.002
2203.003,0.28446,0.76050,15.624,69.748
2208.809,0.29705,0.75490,16.066,70.948
2214.615,0.30844,0.75067,16.384,72.058
2220.420,0.31746,0.74549,16.810,72.971
2226.226,0.32740,0.74153,17.109,73.986
2232.032,0.33910,0.73731,17.411,75.204
2237.838,0.35146,0.72958,18.061,76.565
2243.644,0.35982,0.72470,18.467,77.506
2249.449,0.36859,0.71937,18.919,78.519
2255.255,0.37839,0.71484,19.269,79.657
2261.061,0.38832,0.70481,20.234,80.928
2266.867,0.39640,0.69713,20.984,81.984
2272.673,0.40394,0.68855,21.868,83.019
2278.478,0.41254,0.67879,22.898,84.231
2284.284,0.42163,0.67015,23.808,85.521
2290.090,0.42737,0.66216,24.720,86.402
2295.896,0.43405,0.64948,26.261,87.516
2301.702,0.44291,0.64013,27.361,88.892
2307.508,0.45133,0.62562,29.238,90.351
2313.313,0.44976,0.61836,30.312,90.253
2319.119,0.45671,0.60636,31.965,91.480
2324.925,0.46115,0.59254,34.003,92.374
2330.731,0.46296,0.57991,35.966,92.829
2336.537,0.46075,0.56903,37.742,92.587
2342.342,0.46498,0.55895,39.369,93.365
2348.148,0.46264,0.55155,40.623,93.016
2353.954,0.46544,0.53561,43.351,93.535
2359.760,0.46639,0.52382,45.436,93.686
2365.566,0.46353,0.51556,46.906,93.128
2371.371,0.45917,0.51161,47.580,92.307
2377.177,0.46298,0.49944,49.850,92.862
2382.983,0.45482,0.49630,50.303,91.309
2388.789,0.45276,0.48678,52.016,90.745
2394.595,0.44970,0.48528,52.223,90.146
2400.400,0.45177,0.47922,53.399,90.384
2406.206,0.45166,0.47199,54.755,90.168
2412.012,0.44992,0.47420,54.290,89.904
2417.818,0.45424,0.47037,55.136,90.613
2423.624,0.45746,0.46651,55.969,91.119
2429.429,0.45750,0.46460,56.340,91.069
2435.235,0.46563,0.46068,57.352,92.548
2441.041,0.47159,0.45679,58.308,93.629
2446.847,0.47796,0.45336,59.200,94.833
2452.653,0.48658,0.44789,60.603,96.486
2458.458,0.49716,0.44168,62.259,98.604
2464.264,0.50157,0.43579,63.708,99.417
2470.070,0.50896,0.43085,65.065,100.960
2475.876,0.51592,0.42386,66.931,102.383
2481.682,0.52468,0.41515,69.343,104.236
2487.487,0.53183,0.40578,71.969,105.715
2493.293,0.53866,0.39512,75.041,107.092
2499.099,0.54596,0.38793,77.309,108.772
2504.905,0.54995,0.37235,81.907,109.132
2510.711,0.55553,0.35928,86.074,109.995
2516.517,0.55894,0.34505,90.647,110.032
2522.322,0.56206,0.33166,95.114,109.898
2528.128,0.56382,0.32040,98.915,109.386
2533.934,0.56523,0.30584,103.868,108.237
2539.740,0.56514,0.29235,108.377,106.477
2545.546,0.56534,0.27394,114.661,103.776
2551.351,0.56384,0.25841,119.704,100.545
2557.157,0.55983,0.24985,121.825,97.532
2562.963,0.55526,0.22915,127.681,91.546
2568.769,0.54786,0.21544,130.247,85.887
2574.575,0.54075,0.20402,131.858,80.788
2580.380,0.53281,0.18881,133.994,74.360
2586.186,0.52245,0.17737,134.017,68.346
2591.992,0.51332,0.16709,133.810,63.105
2597.798,0.49986,0.15696,132.016,57.123
2603.604,0.48749,0.14875,129.958,52.229
2609.409,0.47534,0.15926,124.519,52.974
2615.215,0.45962,0.13885,123.593,44.605
2621.021,0.44771,0.13231,121.237,41.023
2626.827,0.43289,0.13541,116.823,39.833
2632.633,0.42235,0.13101,114.646,37.341
2638.438,0.40839,0.13540,110.618,36.760
2644.244,0.39932,0.13840,108.085,36.425
2650.050,0.38644,0.14366,104.513,36.179
2655.856,0.38331,0.14799,103.326,36.793
2661.662,0.37825,0.15358,101.588,37.445
2667.467,0.37430,0.15928,100.094,38.209
2673.273,0.36870,0.17180,97.481,40.136
2679.079,0.37264,0.17557,97.820,41.367
2684.885,0.37228,0.18247,96.895,42.700
2690.691,0.37723,0.18455,97.611,43.741
2696.496,0.38205,0.18936,97.934,45.332
2702.302,0.38872,0.19033,99.134,46.435
2708.108,0.39555,0.19046,100.497,47.422
2713.914,0.40428,0.18900,102.512,48.386
2719.720,0.40912,0.18714,103.811,48.713
2725.526,0.41844,0.18354,106.377,49.352
2731.331,0.42669,0.17881,108.961,49.579
2737.137,0.43355,0.17148,111.716,48.957
2742.943,0.43934,0.16449,114.227,48.182
2748.749,0.44419,0.15453,117.008,46.433
2754.555,0.44815,0.14438,119.600,44.371
2760.360,0.45175,0.13143,122.486,41.350
2766.166,0.45236,0.12095,124.110,38.454
2771.972,0.45175,0.10771,125.619,34.502
2777.778,0.45118,0.09485,126.926,30.576
2783.584,0.44714,0.08251,126.937,26.406
2789.389,0.44373,0.06742,127.165,21.472
2795.195,0.43691,0.05474,125.929,17.101
2801.001,0.42996,0.04359,124.406,13.337
2806.807,0.42085,0.03242,122.129,9.635
2812.613,0.41115,0.02145,119.598,6.178
2818.418,0.39754,0.01000,115.940,2.754
2824.224,0.38449,0.00110,112.465,0.291
2830.030,0.37052,-0.00616,108.846,-1.554
