Freq (MHz),re(S11),im(S11),re(Z),im(Z)
5065.265,0.80023,-0.30346,101.346,-229.905
5071.071,0.80071,-0.31294,94.781,-227.345
5076.877,0.80367,-0.31220,94.343,-229.535
5082.683,0.79472,-0.33768,81.447,-216.227
5088.488,0.79822,-0.33810,80.158,-218.088
5094.294,0.79487,-0.34559,77.006,-213.973
5100.100,0.78544,-0.35280,75.842,-206.916
5105.906,0.79013,-0.35114,75.414,-209.829
5111.712,0.78391,-0.38202,62.176,-198.315
5117.518,0.79583,-0.35370,72.412,-212.067
5123.323,0.78310,-0.37659,64.843,-199.394
5129.129,0.77455,-0.39381,59.488,-191.250
5134.935,0.78200,-0.39096,58.796,-195.114
5140.741,0.78188,-0.38724,60.421,-196.039
5146.547,0.78139,-0.40882,51.715,-190.214
5152.352,0.77789,-0.40796,52.942,-189.079
5158.158,0.77342,-0.40949,53.453,-186.963
5163.964,0.77800,-0.40035,55.935,-191.038
5169.770,0.76507,-0.41035,55.076,-183.535
5175.576,0.76004,-0.43260,48.054,-176.771
5181.381,0.75758,-0.42821,50.119,-176.851
5187.187,0.74107,-0.42176,55.718,-172.200
5192.993,0.75716,-0.41956,53.337,-178.534
5198.799,0.74844,-0.42800,52.068,-173.655
5204.605,0.73921,-0.44249,48.856,-167.730
5210.410,0.73427,-0.44459,49.052,-165.721
5216.216,0.72748,-0.45655,46.396,-161.494
5222.022,0.72531,-0.44644,49.974,-162.481
5227.828,0.71719,-0.45905,47.283,-157.906
5233.634,0.71003,-0.46424,46.787,-154.952
5239.439,0.70820,-0.46503,46.815,-154.290
5245.245,0.70286,-0.47047,45.966,-151.945
5251.051,0.69848,-0.47130,46.320,-150.557
5256.857,0.68527,-0.48047,45.399,-145.637
5262.663,0.67943,-0.48591,44.600,-143.390
5268.468,0.66758,-0.49289,44.054,-139.453
5274.274,0.66605,-0.49610,43.377,-138.716
5280.080,0.65994,-0.49760,43.616,-136.988
5285.886,0.66065,-0.50681,41.218,-136.234
5291.692,0.65949,-0.50482,41.833,-136.146
5297.497,0.64960,-0.51693,39.845,-132.548
5303.303,0.64394,-0.51786,40.151,-131.118
5309.109,0.64282,-0.52614,38.324,-130.103
5314.915,0.62501,-0.54379,35.942,-124.630
5320.721,0.62701,-0.53993,36.611,-125.378
5326.527,0.61954,-0.54546,36.024,-123.331
5332.332,0.62714,-0.54989,34.472,-124.578
5338.138,0.62063,-0.55460,34.025,-122.835
5343.944,0.61724,-0.55903,33.387,-121.789
5349.750,0.60795,-0.57427,31.087,-118.775
5355.556,0.60167,-0.58091,30.289,-117.089
5361.361,0.60018,-0.57494,31.527,-117.237
5367.167,0.59860,-0.58623,29.519,-116.134
5372.973,0.57701,-0.60589,27.468,-110.964
5378.779,0.57823,-0.59223,29.786,-112.033
5384.585,0.56466,-0.61338,26.948,-108.418
5390.390,0.57174,-0.61717,25.891,-109.369
5396.196,0.56270,-0.61455,26.867,-108.024
5402.002,0.56708,-0.61214,27.013,-108.895
5407.808,0.55424,-0.61325,27.553,-106.694
5413.614,0.54653,-0.62295,26.380,-104.926
5419.419,0.54806,-0.61918,26.909,-105.368
5425.225,0.54035,-0.62457,26.435,-103.858
5431.031,0.54276,-0.61074,28.554,-104.926
5436.837,0.52813,-0.62094,27.581,-102.090
5442.643,0.52541,-0.62420,27.186,-101.520
5448.448,0.52127,-0.60236,30.864,-101.747
5454.254,0.51788,-0.60282,30.915,-101.173
5460.060,0.51536,-0.60516,30.626,-100.676
5465.866,0.50547,-0.60240,31.412,-99.170
5471.672,0.50819,-0.60518,30.875,-99.517
5477.477,0.49891,-0.59996,32.005,-98.186
5483.283,0.50202,-0.60205,31.577,-98.625
5489.089,0.49716,-0.60035,31.994,-97.893
5494.895,0.49641,-0.60174,31.792,-97.734
5500.701,0.49495,-0.59997,32.117,-97.549
5506.507,0.48916,-0.60100,32.108,-96.599
5512.312,0.49311,-0.60366,31.580,-97.153
5518.118,0.48070,-0.60521,31.657,-95.167
5523.924,0.48639,-0.60611,31.375,-96.030
5529.730,0.47524,-0.61249,30.669,-94.154
5535.536,0.47961,-0.61359,30.394,-94.793
5541.341,0.46510,-0.61944,29.857,-92.478
5547.147,0.45821,-0.62071,29.813,-91.440
5552.953,0.45531,-0.62695,28.969,-90.895
5558.759,0.45313,-0.62926,28.682,-90.536
5564.565,0.44580,-0.63532,27.972,-89.385
5570.370,0.43897,-0.64756,26.425,-88.212
5576.176,0.42280,-0.64764,26.694,-86.054
5581.982,0.42165,-0.64914,26.514,-85.879
5587.788,0.41317,-0.65538,25.828,-84.687
5593.594,0.41307,-0.65845,25.437,-84.629
5599.399,0.40886,-0.66085,25.192,-84.060
5605.205,0.39482,-0.69562,21.187,-81.825
5611.011,0.39169,-0.67817,23.294,-81.712
5616.817,0.38470,-0.67857,23.333,-80.873
5622.623,0.36527,-0.67708,23.693,-78.609
5628.428,0.37415,-0.69222,21.867,-79.487
5634.234,0.35376,-0.69156,22.135,-77.193
5640.040,0.35420,-0.69369,21.895,-77.225
5645.846,0.34046,-0.68201,23.272,-75.768
5651.652,0.33867,-0.71411,19.811,-75.383
5657.457,0.32651,-0.71292,20.021,-74.120
5663.263,0.31482,-0.73835,17.530,-72.770
5669.069,0.33099,-0.71637,19.634,-74.563
5674.875,0.31897,-0.70749,20.621,-73.365
5680.681,0.32005,-0.71128,20.224,-73.460
5686.486,0.30694,-0.72530,18.865,-72.069
5692.292,0.30247,-0.70754,20.661,-71.675
5698.098,0.29841,-0.70636,20.784,-71.265
5703.904,0.29777,-0.70480,20.941,-71.201
5709.710,0.28814,-0.70666,20.754,-70.237
5715.516,0.29629,-0.69512,21.925,-71.047
5721.321,0.28072,-0.69423,21.977,-69.470
5727.127,0.28168,-0.68833,22.574,-69.544
5732.933,0.29483,-0.69469,21.966,-70.897
5738.739,0.27356,-0.68633,22.734,-68.718
5744.545,0.26800,-0.68933,22.404,-68.183
5750.350,0.26367,-0.67967,23.330,-67.687
5756.156,0.25835,-0.68353,22.907,-67.194
5761.962,0.25329,-0.68381,22.837,-66.702
5767.768,0.24844,-0.68322,22.852,-66.227
5773.574,0.25418,-0.67446,23.760,-66.703
5779.379,0.24571,-0.68226,22.918,-65.955
5785.185,0.25599,-0.67075,24.145,-66.844
5790.991,0.23261,-0.67645,23.332,-64.641
5796.797,0.21979,-0.69087,21.841,-63.614
5802.603,0.22468,-0.68105,22.803,-63.951
5808.408,0.22620,-0.67415,23.468,-64.007
5814.214,0.21847,-0.67442,23.339,-63.289
5820.020,0.20764,-0.67610,23.032,-62.316
5825.826,0.20691,-0.67682,22.956,-62.261
5831.632,0.20068,-0.67489,23.038,-61.668
5837.437,0.19301,-0.68247,22.247,-61.099
5843.243,0.19820,-0.68133,22.424,-61.542
5849.049,0.19040,-0.68206,22.243,-60.862
5854.855,0.18544,-0.70030,20.590,-60.689
5860.661,0.15937,-0.69698,20.497,-58.450
5866.466,0.16441,-0.69771,20.514,-58.878
5872.272,0.15040,-0.70825,19.444,-57.890
5878.078,0.15380,-0.71208,19.184,-58.218
5883.884,0.13881,-0.71164,19.001,-57.019
5889.690,0.14018,-0.72153,18.245,-57.269
5895.495,0.12019,-0.70918,18.896,-55.535
5901.301,0.12369,-0.71487,18.517,-55.894
5907.107,0.12139,-0.70791,19.014,-55.605
5912.913,0.11287,-0.72383,17.672,-55.215
5918.719,0.10637,-0.72599,17.411,-54.766
5924.525,0.10055,-0.73371,16.758,-54.456
5930.330,0.09045,-0.70717,18.523,-53.276
5936.136,0.09332,-0.71538,17.976,-53.633
5941.942,0.07925,-0.72056,17.356,-52.711
5947.748,0.07551,-0.71994,17.334,-52.436
5953.554,0.08999,-0.70468,18.696,-53.196
5959.359,0.06832,-0.69938,18.649,-51.533
5965.165,0.07597,-0.70461,18.431,-52.182
5970.971,0.07418,-0.68966,19.466,-51.746
5976.777,0.05615,-0.68262,19.563,-50.310
5982.583,0.07255,-0.68501,19.764,-51.527
5988.388,0.07227,-0.67306,20.620,-51.234
5994.194,0.06931,-0.66446,21.171,-50.812
6000.000,0.06081,-0.66385,21.001,-50.186
